"Flow Depth, D [m]",SLOPE,CHARGE,"Channel Width, B [m]","Particle size, d [m]",Bed Form
3.59,0.0004172318,37692,277.9,0.001112112,2
3.37,0.0004029696,26566.3,276.9,0.001112112,2
3.16,0.0003866769,18727.7,276,0.001112112,2
3.24,0.0003900661,12929.9,276.3,0.001112112,2
6.32,0.0006117129,196367.1,289.6,0.001112112,2
5.59,0.0005646350,71542,286.6,0.001112112,2
4.15,0.0004601163,18992.7,280.4,0.001112112,2
4.69,0.0004977330,38462.6,282.8,0.001112112,2
4.33,0.0004744773,26993.7,281.2,0.001112112,2
3.62,0.0004178057,9712.2,278,0.001112112,2
4.54,0.0001910000,92,215,0.00114518,2
5.6,0.0003480000,19757.2,274,0.00114518,2
5.21,0.0003090000,15528.3,261,0.00114518,2
4.46,0.0003270000,412345.8,465,0.00114518,2
4.6,0.0003010000,238664.5,466,0.00114518,2
4.22,0.0003040000,70595.2,459,0.00114518,2
4.04,0.0003090000,39114.8,453,0.00114518,2
5.48,0.0003140000,19541.6,263,0.00114518,2
4.5,0.0001750000,83.2,214.8,0.00114518,2
0.8,0.0010000000,36.6,213.3,0.00058174,2
1.76,0.0014000000,15597.3,290.6,0.00058174,2
0.77,0.0015380000,27.2,264.1,0.00058174,2
2.88,0.0000090000,253.6,279.1,0.000544969,2
2.89,0.0000120000,106.4,279.2,0.000544969,2
3.9,0.0003260000,384.9,283.2,0.000544969,2
4.24,0.0004320000,16930.7,284.1,0.000544969,2
4.16,0.0003400000,8012.7,283.9,0.000544969,2
5.51,0.0008340000,128711,288.5,0.000544969,2
5.86,0.0004970000,258177.3,293.9,0.000544969,2
5.99,0.0008950000,193486.3,297.2,0.000544969,2
5.39,0.0007980000,64315.7,288.2,0.000544969,2
5.18,0.0006700000,37016.5,287.6,0.000544969,2
3.72,0.0002690000,1485669.8,282.5,0.000544969,2
4.4,0.0004830000,55777.9,284.6,0.000544969,2
4.66,0.0005200000,56220.7,285.8,0.000544969,2
5.83,0.0010230000,44991.9,293.2,0.000544969,2
6.22,0.0011060000,54608.5,303.2,0.000544969,2
5.62,0.0011130000,19006.7,288.8,0.000544969,2
5.12,0.0007110000,10717.3,287.4,0.000544969,2
4.38,0.0004670000,4501.1,284.6,0.000544969,2
2.66,0.0000530000,17.7,287.6,0.000544969,2
2.47,0.0000850000,11.5,357,0.000346877,2
2.12,0.0001880000,1142.5,347,0.000346877,2
2.34,0.0001850000,13550.1,359,0.000346877,2
2.21,0.0001640000,3190.1,353,0.000346877,2
2.11,0.0002610000,5087.8,342,0.000346877,2
2.99,0.0003710000,12292.8,370,0.000346877,2
3.73,0.0003710000,229156.2,377,0.000346877,2
4.05,0.0004240000,298655.3,379.5,0.000346877,2
4.16,0.0003180000,257055.8,379.6,0.000346877,2
4.21,0.0003180000,221189.6,379.6,0.000346877,2
3.93,0.0000530000,231054,379.6,0.000346877,2
3.35,0.0002910000,85465.3,373.6,0.000346877,2
2.78,0.0002650000,65916.1,367,0.000346877,2
2.82,0.0003180000,17376.1,367,0.000346877,2
3.81,0.0003710000,47892.4,378,0.000346877,2
4.74,0.0004240000,39412,383,0.000346877,2
3.94,0.0004240000,12380.4,379,0.000346877,2
3.06,0.0003180000,4041.4,371,0.000346877,2
1.46,0.0000068953,2.8,297.2,0.000346877,2
4.24,0.0002210000,57.1,237.2,0.000508585,2
4.79,0.0002710000,3196.1,269.5,0.000508585,2
4.34,0.0002150000,171514.5,371,0.000508585,2
4.33,0.0001960000,132388.7,381.2,0.000508585,2
4.29,0.0002380000,43639.5,336.6,0.000508585,2
4.91,0.0002350000,16591.4,278.5,0.000508585,2
4.67,0.0002490000,6326.6,260.4,0.000508585,2
4.6,0.0002540000,1780.3,254.9,0.000508585,2
4.62,0.0002410000,75713.9,256.8,0.000508585,2
4.72,0.0002450000,4432.3,264.6,0.000508585,2
4.9,0.0004530000,59431.4,278.2,0.000508585,2
4.36,0.0004420000,64265.7,343.7,0.000508585,2
4.35,0.0004410000,6305.4,360.8,0.000508585,2
4.92,0.0004700000,2381.8,281.8,0.000508585,2
4.29,0.0002500000,67,238.2,0.000508585,2
3,0.0000300000,222285.95,269.5,0.000771278,2
2.5,0.0000400000,4933.35,264.5,0.000771278,2
2,0.0000300000,3214.35,261,0.000771278,2
0.39,0.0000100000,1.34,159.5,0.000771278,2
4.68,0.0002322860,6204.9,233.7,0.001585859,2
4.79,0.0002581230,36769.7,263.4,0.001585859,2
5.05,0.0002836710,132728.7,295.1,0.001585859,2
4.66,0.0003005490,213376.4,365.3,0.001585859,2
4.54,0.0003060360,227795.2,393.9,0.001585859,2
4.5,0.0003065030,224986.4,398.5,0.001585859,2
5.04,0.0002901640,18934.9,309.9,0.001585859,2
5.03,0.0002845010,33584.6,298.1,0.001585859,2
5.03,0.0002711170,18551.2,272.6,0.001585859,2
5.08,0.0003339080,240673.5,469.1,0.001585859,2
5.99,0.0003514540,311776.9,474.9,0.001585859,2
6.37,0.0003583070,458202.1,476.8,0.001585859,2
6.68,0.0003636150,613446.8,478.3,0.001585859,2
6.87,0.0003675220,748335.8,482.8,0.001585859,2
6.35,0.0003579790,300605.3,476.7,0.001585859,2
5.54,0.0003432060,161251.2,472.6,0.001585859,2
4.38,0.0003157350,40748.3,450.7,0.001585859,2
5.2,0.0003363810,81340.2,470.1,0.001585859,2
4.44,0.0003178970,32768,454.2,0.001585859,2
4.57,0.0002041880,46.7,212.3,0.001585859,2
0.74,0.0013525000,35,233.6,0.0013805,2
1.33,0.0015250000,758.3,274.4,0.0013805,2
1.66,0.0021500000,10074.8,278.3,0.0013805,2
3.19,0.0029125000,268314.6,296.6,0.0013805,3
3.79,0.0022875000,375207.5,303.7,0.0013805,3
3.14,0.0022125000,42948.2,290.7,0.0013805,3
2.57,0.0024500000,38162.5,287.7,0.0013805,2
2.48,0.0023875000,27890.9,287.2,0.0013805,2
3.46,0.0021375000,103076.4,299.9,0.0013805,3
4.84,0.0015500000,150215.9,315,0.0013805,3
4.2,0.0015875000,85712.6,308.5,0.0013805,3
3.45,0.0020125000,19064.4,299.8,0.0013805,3
4.65,0.0014750000,102388.6,313.3,0.0013805,3
5.67,0.0013125000,128065.9,321.3,0.0013805,2
6.2,0.0012500000,140622.1,337.8,0.0013805,2
7.07,0.0014125000,234702.5,347.9,0.0013805,2
7.77,0.0011750000,345882.4,356.3,0.0013805,2
8.34,0.0013625000,542220.3,367.1,0.0013805,2
8.53,0.0009125000,458371.9,370.5,0.0013805,2
7.17,0.0010750000,362990.4,350.2,0.0013805,2
6.28,0.0011375000,193184.3,339.2,0.0013805,2
3.16,0.0021625000,20544.9,295.2,0.0013805,3
7.84,0.0010875000,515375.9,352,0.0013805,2
6.71,0.0013875000,193621.6,344.8,0.0013805,2
0.79,0.0013715710,18.1,237.5,0.0013805,2
2.47,0.0000455670,76,329,0.000384927,2
2.52,0.0000774650,734.7,334,0.000384927,2
3.27,0.0001207540,3366.4,345.1,0.000384927,2
2.78,0.0001822700,691.7,337.9,0.000384927,2
4.13,0.0001936620,43541,371.6,0.000384927,2
4.87,0.0001253100,45126.9,375.8,0.000384927,2
5.29,0.0001480940,41240.3,377.5,0.000384927,2
5.31,0.0001708780,19495.6,377.7,0.000384927,2
5.04,0.0003531480,13163.3,376.3,0.000384927,2
4.55,0.0002506210,5993.9,373.7,0.000384927,2
4.08,0.0003303640,3481.8,371.2,0.000384927,2
4.94,0.0002164450,23199.2,375.8,0.000384927,2
4.64,0.0002164450,11688.7,374.2,0.000384927,2
4.09,0.0003303640,3464,371.4,0.000384927,2
4.68,0.0001480940,7643.5,374.1,0.000384927,2
5.23,0.0001822700,15817,377.2,0.000384927,2
5.51,0.0002164450,25616.5,378.7,0.000384927,2
5.64,0.0003075800,28177.4,379.4,0.000384927,2
5.38,0.0003075800,27238.6,378,0.000384927,2
5.83,0.0001936620,24950.4,380.4,0.000384927,2
6.27,0.0002506210,20375.3,382.5,0.000384927,2
6.71,0.0002847960,41441.7,384.6,0.000384927,2
7.15,0.0001936620,67662.2,386.7,0.000384927,2
7.66,0.0000911350,94080,390,0.000384927,2
8.24,0.0003075800,150962.7,396.7,0.000384927,2
8.41,0.0002392290,117463.5,404,0.000384927,2
7.99,0.0002734050,78957.1,393.1,0.000384927,2
7.29,0.0002506210,39647.5,387.4,0.000384927,2
6.82,0.0002847960,31699.9,385.1,0.000384927,2
5.83,0.0002392290,18123.8,380.4,0.000384927,2
5.31,0.0002734050,13170.3,377.7,0.000384927,2
4.86,0.0002164450,9408.4,375.3,0.000384927,2
1.89,0.0000637940,57.7,324.2,0.000384927,2
3.93,0.0002357140,10,193.6,0.000756928,2
4.11,0.0002285710,95,195.3,0.000756928,2
4.25,0.0002297620,300,198,0.000756928,2
4.4,0.0002255950,935,202.8,0.000756928,2
4.63,0.0002226190,3107,209.8,0.000756928,2
4.68,0.0002267860,7396,211.5,0.000756928,2
4.5,0.0002333330,3190,205.8,0.000756928,2
4.11,0.0002369050,411,196.3,0.000756928,2
4.18,0.0002369050,356,196,0.000756928,2
4.4,0.0002422620,677,202.6,0.000756928,2
4.75,0.0002273810,4094,209,0.000756928,2
5.16,0.0001970240,24805.4,218.6,0.000756928,2
5.43,0.0001750000,95889.4,222.5,0.000756928,2
5.57,0.0001607140,102709.5,223.6,0.000756928,2
5.01,0.0002071430,28873.5,219,0.000756928,2
4.78,0.0002244050,13187.3,214.6,0.000756928,2
4.65,0.0002250000,2115.3,210.4,0.000756928,2
5.22,0.0001630950,14200,220.8,0.000756928,2
4.07,0.0000833330,97212,398.5,0.000756928,2
4.24,0.0001119050,54778,412.1,0.000756928,2
4.22,0.0001357140,243203.2,416.8,0.000756928,2
3.95,0.0001607140,116977.9,398,0.000756928,2
4.27,0.0001696430,68900,306.8,0.000756928,2
4.56,0.0001833330,33042.4,269.4,0.000756928,2
4.71,0.0002154760,5389.5,212.2,0.000756928,2
4.49,0.0002172620,2536.7,205.6,0.000756928,2
4.73,0.0002672620,17944.1,212.7,0.000756928,2
3.97,0.0000142860,79,174.7,0.000756928,2
4.06,0.0002607140,62,194.9,0.000756928,2
0.39,0.0000425530,1.4,159.5,0.001626006,2
1.76,0.0000425530,12414.9,264.7,0.001626006,2
1.47,0.0000425530,3006.8,261.8,0.001626006,2
1.1,0.0000425530,1776.3,245.8,0.001626006,2
1.29,0.0000425530,1924,259.7,0.001626006,2
1.4,0.0000425530,2303.1,261,0.001626006,2
1.02,0.0000425530,572.3,236.3,0.001626006,2
0.4,0.0000425530,2.4,160.5,0.001626006,2
0.89,0.0004421890,3903.3,128.1,0.00081259,3
0.38,0.0001430000,19.1,100.2,0.00081259,2
1.96,0.0004676250,14158.3,131.3,0.00081259,3
1.38,0.0004275150,3553,124,0.00081259,3
0.91,0.0004245800,1781.7,109.2,0.00081259,3
1.49,0.0004715380,4062.4,125.3,0.00081259,3
1.52,0.0004519720,21881.1,125.8,0.00081259,3
2.07,0.0004265370,77016,134.5,0.00081259,3
2.36,0.0004284930,84738.5,149.7,0.00081259,3
2.68,0.0004304500,108907.4,165.6,0.00081259,3
3.36,0.0004011010,151220.9,178.2,0.00081259,2
3.72,0.0003649040,207817.4,202.1,0.00081259,2
2.02,0.0003365340,318542.7,531,0.00081259,3
2.14,0.0003159890,329813.5,605.1,0.00081259,2
2.43,0.0002934890,338018.8,611.8,0.00081259,2
2.77,0.0002778360,536094.8,620.5,0.00081259,2
3.14,0.0002435960,360018.2,622.3,0.00081259,2
3.24,0.0003541430,372509.3,622.8,0.00081259,2
2.95,0.0002201160,118220.9,621.4,0.00081259,2
2.23,0.0002279430,62121.7,607.2,0.00081259,2
2.46,0.0002377260,40512.1,354.6,0.00081259,3
2.93,0.0002749010,20447.1,171.1,0.00081259,3
2.34,0.0003306640,8961.3,147,0.00081259,3
1.77,0.0003786000,5978.1,128.9,0.00081259,3
3.86,0.0002876190,72452.1,184.5,0.00081259,2
1.96,0.0002934890,40678.1,440.4,0.00081259,3
3.14,0.0002866410,15095.5,175.1,0.00081259,3
2.03,0.0003042500,65636.9,602.2,0.00081259,2
2.97,0.0002739230,111094.5,621.5,0.00081259,2
3.4,0.0002426170,171349.2,624.3,0.00081259,2
3.79,0.0002210950,132224.2,625.5,0.00081259,2
3.38,0.0002103330,85341.7,623.5,0.00081259,2
2.86,0.0002328340,26546.6,305.9,0.00081259,3
2.19,0.0003521860,4715.9,139.6,0.00081259,3
0.31,0.0003795790,120.2,36.6,0.00081259,3
2.4,0.0008810000,20457,231.1,0.00157,2
2.33,0.0008880000,5050.9,229.7,0.00157,2
2.17,0.0009160000,2653.3,226.4,0.00157,2
2.43,0.0008910000,9022.6,234,0.00157,2
3.43,0.0009340000,72628.6,253.9,0.00157,2
3.76,0.0009400000,96306.4,262.6,0.00157,2
4.14,0.0009500000,80280.5,269.9,0.00157,2
4.43,0.0009440000,174375.8,275.4,0.00157,2
4.5,0.0009240000,149017.4,276.9,0.00157,3
4.3,0.0009260000,93891.5,272.8,0.00157,2
4,0.0009120000,39474.6,267.2,0.00157,2
3.4,0.0008780000,17666.7,253,0.00157,2
3.17,0.0008860000,15040.9,247.2,0.00157,2
2.93,0.0008960000,7344.4,241.8,0.00157,2
4.17,0.0009380000,27296.3,270.5,0.00157,2
3.79,0.0009180000,9385.1,263.2,0.00157,2
4.79,0.0004190000,296801.5,285,0.00189,2
4.63,0.0004060000,15268.7,242.6,0.00189,2
4.16,0.0004370000,195.5,212.1,0.00189,2
4.68,0.0004310000,6357.7,243.4,0.00189,2
4.03,0.0004070000,97714.1,450,0.00189,2
3.97,0.0004170000,69624.8,426.7,0.00189,2
4.52,0.0004200000,37051,350.2,0.00189,2
4.81,0.0004110000,11196.2,295,0.00189,2
4.78,0.0004140000,7335.9,282.1,0.00189,2
0.88,0.0011830000,2125.9,230.9,0.01563,2
0.79,0.0011940000,439.2,229.4,0.01563,2
0.81,0.0011790000,298.3,229.7,0.01563,2
0.71,0.0011780000,270.4,228.1,0.01563,2
1.07,0.0012180000,14303.3,234.3,0.01563,2
1.18,0.0012150000,26181.2,236.9,0.01563,3
1.36,0.0012360000,62359.1,245.1,0.01563,3
1.48,0.0011970000,117939.2,265.2,0.01563,3
1.47,0.0012080000,112278.3,259.6,0.01563,3
1.44,0.0012010000,71611.9,250.4,0.01563,3
1.34,0.0012020000,43597.2,243.6,0.01563,3
1.31,0.0012030000,35472.9,241.4,0.01563,3
0.65,0.0011240000,13.7,227.1,0.01563,2
0.61,0.0011140000,9,220.9,0.01563,2
0.59,0.0002910000,15347,75.8,0.00116,3
0.61,0.0002880000,7855.2,76.5,0.00116,3
0.84,0.0002890000,1213.1,44.6,0.00116,3
0.75,0.0002920000,608.4,42,0.00116,2
0.68,0.0002970000,325.7,41.8,0.00116,2
0.86,0.0002920000,893,43,0.00116,2
0.49,0.0002980000,465.9,41.2,0.00116,2
0.54,0.0002980000,864.7,41.4,0.00116,2
0.64,0.0002970000,792.1,41.7,0.00116,2
0.78,0.0002980000,1015.6,43.6,0.00116,3
0.65,0.0002930000,4248.9,62.6,0.00116,3
0.58,0.0002900000,12876.9,75.2,0.00116,3
0.83,0.0002900000,5001.8,44.4,0.00116,3
0.75,0.0002940000,397.2,42,0.00116,2
0.75,0.0002890000,35071.5,84,0.00116,3
0.78,0.0002890000,32243.2,91.2,0.00116,3
0.74,0.0002790000,46255.6,119.5,0.00116,5
0.67,0.0002770000,14662.2,114.6,0.00116,5
0.75,0.0002810000,6112,83.5,0.00116,3
0.82,0.0010580000,3029.3,131,0.00111,2
0.94,0.0010550000,4234.9,151.7,0.00111,2
0.93,0.0010530000,1851.4,133.3,0.00111,2
0.87,0.0010550000,1683.1,131.8,0.00111,2
0.73,0.0010580000,861.6,129.6,0.00111,2
0.7,0.0010590000,595.4,129.2,0.00111,2
0.78,0.0010550000,1459.2,130.5,0.00111,2
0.91,0.0010450000,2525.9,149.2,0.00111,2
0.95,0.0010480000,1520,133.8,0.00111,2
1,0.0010440000,35236.8,211.6,0.00111,2
1.18,0.0010390000,37682.5,213.3,0.00111,2
1.02,0.0010520000,9905.4,212.4,0.00111,2
0.82,0.0010500000,4128.9,212.4,0.00111,2
1.32,0.0010570000,5369.1,214.1,0.00111,2
1.36,0.0010540000,5496.3,214.4,0.00111,2
1.26,0.0010500000,5216.6,213.8,0.00111,2
1.75,0.0010580000,109483.1,216.6,0.00111,2
1.9,0.0010460000,59494.6,217.6,0.00111,2
2.09,0.0010530000,22379.5,218.7,0.00111,2
2.19,0.0010360000,14836.5,219.3,0.00111,2
1.56,0.0010440000,8495.1,215.6,0.00111,2
0.64,0.0021960000,2.6,95.1,0.03785,2
0.72,0.0022110000,4.3,117.3,0.03785,2
0.83,0.0022860000,17.3,195.8,0.03785,2
1.04,0.0021930000,61.1,199.4,0.03785,2
0.85,0.0021660000,124.9,198,0.03785,2
1.06,0.0021990000,845,199.5,0.03785,2
1.77,0.0021980000,10725.6,202.7,0.03785,2
0.89,0.0021910000,48.4,198.7,0.03785,2
0.85,0.0022010000,39.2,198.5,0.03785,2
1.82,0.0022610000,6239.1,202.9,0.03785,2
2.22,0.0022280000,8011.2,204.7,0.03785,2
2.4,0.0022010000,12898.2,205.6,0.03785,2
2.14,0.0021940000,4599.8,204.4,0.03785,2
1.85,0.0021950000,2813.3,203.1,0.03785,2
2.67,0.0021870000,13515.1,206.9,0.03785,2
2.2,0.0021920000,4666.8,204.7,0.03785,2
2.03,0.0021930000,3257.6,203.9,0.03785,2
0.63,0.0004720000,58.6,26.7,0.00154,2
0.61,0.0005570000,443.7,107.4,0.00154,2
1.07,0.0004800000,4760.3,195.4,0.00154,2
0.7,0.0004680000,18,27.9,0.00154,2
0.55,0.0004870000,307.8,145.9,0.00154,2
0.71,0.0004980000,1288.2,180.6,0.00154,2
1.29,0.0004920000,2904.4,203.3,0.00154,2
1.57,0.0004580000,3336.1,223,0.00154,2
1.72,0.0004770000,4736.4,235.1,0.00154,2
1.89,0.0004300000,3127.5,251.7,0.00154,2
1.72,0.0004340000,2730.8,232,0.00154,2
1.13,0.0004450000,982.2,198.2,0.00154,2
0.67,0.0004590000,586.9,179.2,0.00154,2
1.25,0.0004470000,8531.9,200.4,0.00154,2
1.85,0.0004940000,2139,248.3,0.00154,2
2.05,0.0004710000,3365.3,268.3,0.00154,2
2.15,0.0004560000,6243.2,279.7,0.00154,2
2.1,0.0004420000,8906,306,0.00154,2
2.12,0.0004350000,8695.8,306.4,0.00154,2
1.98,0.0004360000,2258.6,260.9,0.00154,2
2.66,0.0004820000,4522.2,313.7,0.00154,2
3.15,0.0004910000,7238.6,320.6,0.00154,2
3.59,0.0004560000,17109.9,328.9,0.00154,2
3.65,0.0004410000,26608.9,329.9,0.00154,2
3.05,0.0003910000,20743.3,319.2,0.00154,2
2.3,0.0003970000,8868.6,308.8,0.00154,2
1.68,0.0004330000,1297.6,231.2,0.00154,2
0.39,0.0011740000,1254,117.4,0.00088,2
0.66,0.0011790000,1028.9,226.5,0.00088,2
1.03,0.0011520000,1334.1,232.2,0.00088,2
0.83,0.0011550000,301,227.7,0.00088,2
0.5,0.0011610000,248.7,222.5,0.00088,2
0.47,0.0011730000,402.5,227.3,0.00088,2
0.96,0.0011700000,2189.3,231,0.00088,2
1.13,0.0011670000,4978.8,232.7,0.00088,2
1.43,0.0011570000,5321.7,236.7,0.00088,2
2.05,0.0011800000,12543.2,243.5,0.00088,2
2.79,0.0011320000,60368.9,267.1,0.00088,2
2.87,0.0011150000,134389,269.2,0.00088,2
2.32,0.0011270000,37359.8,250,0.00088,2
1.9,0.0011360000,10173.5,241.8,0.00088,2
1.19,0.0011460000,726.6,234.2,0.00088,2
3.47,0.0011510000,40357.6,361.1,0.00081,2
4.36,0.0003570000,374864.2,366,0.00081,2
4.21,0.0006090000,142704,365.2,0.00081,2
4.1,0.0002650000,107127.5,364.6,0.00081,2
3.94,0.0002650000,55944.8,363.7,0.00081,2
3.86,0.0002510000,45299,363.3,0.00081,2
3.63,0.0001590000,32282.9,362,0.00081,2
3.49,0.0001720000,22062.5,361.2,0.00081,2
3.01,0.0000572748,5737,358.6,0.00081,2
2.96,0.0000563536,4324.7,358.4,0.00081,2
2.96,0.0000563536,3724.5,358.4,0.00081,2
2.98,0.0000558394,3711.8,358.5,0.00081,2
3.19,0.0000615827,6687.3,359.6,0.00081,2
4.41,0.0002412430,58406.8,366.3,0.00081,2
4.56,0.0002411049,81752.5,367.2,0.00081,2
4.94,0.0003440000,138195.3,383.5,0.00081,2
4.7,0.0002910000,70548.8,378.2,0.00081,2
5,0.0002380000,73972.1,384.2,0.00081,2
4.62,0.0002780000,60119.1,367.5,0.00081,2
2.19,0.0002820000,23543.3,153,0.00673,2
2.19,0.0002180000,96005.2,171.5,0.00673,2
1.77,0.0002320000,483.6,149.2,0.00673,2
1.75,0.0002090000,1631.1,149.2,0.00673,2
1.94,0.0002820000,3854.1,149.9,0.00673,2
1.55,0.0002320000,560.4,148.4,0.00673,2
2.46,0.0003320000,11642.9,156,0.00673,2
2.81,0.0003770000,10833.7,157.6,0.00673,2
2.57,0.0003270000,20814.2,156.5,0.00673,2
3.38,0.0004860000,27182.5,160.1,0.00673,2
3.24,0.0005320000,11740,185.1,0.00673,2
3.44,0.0005680000,9970.7,187.5,0.00673,2
3.5,0.0004680000,58085.5,160.7,0.00673,2
3.28,0.0004500000,64990.3,159.7,0.00673,2
2.7,0.0003550000,31160.5,157.1,0.00673,2
3.46,0.0002780000,6059.4,191.8,0.00036,2
3.58,0.0002730000,6950.4,193.6,0.00036,2
3.88,0.0002440000,6658.1,198.4,0.00036,2
3.82,0.0002380000,4675.8,197.7,0.00036,2
3.4,0.0002350000,1777.1,190.7,0.00036,2
3.17,0.0002600000,1941,187.1,0.00036,2
4.2,0.0002740000,20621.2,245.2,0.00036,2
4.61,0.0002700000,15364,245.4,0.00036,2
5.04,0.0002640000,9434.9,245.6,0.00036,2
